est_method,cp_time,dets,error,habitat
knn,45,446,26,3
knn,45,446,24,3
knn,45,308,53,4
knn,45,308,65,4
knn,45,308,35,4
knn,45,370,35,4
knn,45,370,75,4
knn,45,370,30,4
knn,45,379,42,4
knn,45,379,118,4
knn,45,379,17,4
knn,45,384,30,4
knn,45,384,24,4
knn,45,384,26,4
knn,45,387,30,3
knn,45,387,30,3
knn,45,387,49,3
knn,45,470,45,3
knn,45,470,30,3
knn,45,470,24,3
knn,45,460,30,3
knn,45,460,17,3
knn,45,460,35,3
knn,45,424,30,3
knn,45,424,37,3
knn,45,424,17,3
knn,45,440,53,3
knn,45,440,18,3
knn,45,440,26,3
knn,45,427,37,3
knn,45,427,17,3
knn,45,427,19,3
knn,45,458,25,2
knn,45,458,34,2
knn,45,458,50,2
knn,45,399,26,3
knn,45,399,42,3
knn,45,399,8,3
knn,45,432,26,4
knn,45,432,67,4
knn,45,432,12,4
knn,45,403,48,3
knn,45,403,8,3
knn,45,403,8,3
knn,45,359,47,3
knn,45,359,19,3
knn,45,359,19,3
knn,45,277,26,3
knn,45,277,17,3
knn,45,277,37,3
knn,45,414,35,3
knn,45,414,24,3
knn,45,414,17,3
knn,45,394,12,1
knn,45,394,119,1
knn,45,394,12,1
knn,45,401,71,1
knn,45,401,69,1
knn,45,401,49,1
knn,45,283,53,4
knn,45,283,26,4
knn,45,283,12,4
knn,45,408,26,1
knn,45,408,17,1
knn,45,408,18,1
knn,45,428,26,4
knn,45,428,26,4
knn,45,428,12,4
knn,45,464,30,3
knn,45,464,19,3
knn,45,464,56,3
knn,45,435,37,3
knn,45,435,60,3
knn,45,435,89,3
knn,45,438,30,3
knn,45,438,34,3
knn,45,438,37,3
knn,45,420,30,3
knn,45,420,100,3
knn,45,420,8,3
knn,45,402,34,2
knn,45,402,42,2
knn,45,402,24,2
knn,45,464,42,1
knn,45,464,26,1
knn,45,464,25,1
knn,45,465,19,1
knn,45,465,17,1
knn,45,465,25,1
knn,45,395,18,2
knn,45,395,58,2
knn,45,395,87,2
knn,45,409,12,1
knn,45,409,37,1
knn,45,409,37,1
knn,45,528,50,2
knn,45,528,60,2
knn,45,528,53,2
knn,45,389,35,2
knn,45,389,79,2
knn,45,389,17,2
knn,45,377,93,2
knn,45,377,41,2
knn,45,377,17,2
knn,45,417,17,1
knn,45,417,17,1
knn,45,417,17,1
knn,45,300,63,1
knn,45,300,35,1
knn,45,300,83,1
knn,45,249,35,4
knn,45,249,34,4
knn,45,249,41,4
knn,45,324,8,4
knn,45,324,8,4
knn,45,324,26,4
knn,45,245,34,4
knn,45,245,53,4
knn,45,245,12,4
knn,45,279,19,5
knn,45,279,34,5
knn,45,279,34,5
knn,45,428,35,4
knn,45,428,77,4
knn,45,428,42,4
knn,45,351,42,2
knn,45,351,42,2
knn,45,351,109,2
knn,45,244,25,3
knn,45,244,25,3
knn,45,244,51,3
knn,45,574,42,4
knn,45,574,30,4
knn,45,574,63,4
knn,45,560,8,4
knn,45,560,37,4
knn,45,560,64,4
knn,45,420,12,4
knn,45,420,37,4
knn,45,420,37,4
knn,45,281,25,4
knn,45,281,30,4
knn,45,281,35,4
knn,45,526,24,5
knn,45,526,51,5
knn,45,526,34,5
knn,45,614,43,4
knn,45,614,58,4
knn,45,614,84,4
knn,45,694,17,4
knn,45,694,24,4
knn,45,694,67,4
knn,45,397,17,4
knn,45,397,12,4
knn,45,397,0,4
knn,45,415,37,4
knn,45,415,0,4
knn,45,415,12,4
knn,45,343,42,3
knn,45,343,42,3
knn,45,343,140,3
knn,45,416,49,3
knn,45,416,59,3
knn,45,416,37,3
knn,45,309,49,1
knn,45,309,48,1
knn,45,309,42,1
knn,45,347,19,3
knn,45,347,69,3
knn,45,347,30,3
knn,45,292,37,4
knn,45,292,37,4
knn,45,292,102,4
knn,45,446,53,1
knn,45,446,34,1
knn,45,446,76,1
knn,45,324,67,1
knn,45,324,66,1
knn,45,324,37,1
knn,45,365,11,2
knn,45,365,19,2
knn,45,365,47,2
knn,45,208,42,2
knn,45,208,43,2
knn,45,208,33,2
knn,45,273,17,4
knn,45,273,24,4
knn,45,273,59,4
knn,45,304,37,4
knn,45,304,17,4
knn,45,304,12,4
knn,45,269,8,1
knn,45,269,24,1
knn,45,269,8,1
knn,45,379,24,1
knn,45,379,8,1
knn,45,379,37,1
knn,45,282,19,4
knn,45,282,34,4
knn,45,282,24,4
knn,45,173,37,4
knn,45,173,67,4
knn,45,173,19,4
knn,45,293,25,4
knn,45,293,19,4
knn,45,293,12,4
knn,45,281,42,4
knn,45,281,24,4
knn,45,281,19,4
knn,45,282,34,4
knn,45,282,37,4
knn,45,282,33,4
knn,45,253,26,1
knn,45,253,12,1
knn,45,253,35,1
knn,45,223,67,4
knn,45,223,35,4
knn,45,223,45,4
knn,45,256,24,4
knn,45,256,19,4
knn,45,256,47,4
knn,45,194,50,4
knn,45,194,24,4
knn,45,194,24,4
knn,45,288,12,1
knn,45,288,30,1
knn,45,288,19,1
knn,45,310,26,1
knn,45,310,24,1
knn,45,310,24,1
knn,45,274,50,4
knn,45,274,50,4
knn,45,274,50,4
knn,45,251,25,4
knn,45,251,17,4
knn,45,251,16,4
knn,45,202,17,4
knn,45,202,12,4
knn,45,202,17,4
knn,45,264,12,4
knn,45,264,50,4
knn,45,264,17,4
knn,45,309,33,4
knn,45,309,43,4
knn,45,309,58,4
knn,50,220,37,4
knn,50,220,35,4
knn,50,220,35,4
knn,50,249,35,5
knn,50,249,77,5
knn,50,249,85,5
knn,50,276,86,5
knn,50,276,42,5
knn,50,276,109,5
knn,50,247,59,4
knn,50,247,71,4
knn,50,247,51,4
knn,50,170,42,4
knn,50,170,35,4
knn,50,170,30,4
knn,50,142,51,4
knn,50,142,25,4
knn,50,142,45,4
knn,50,210,69,4
knn,50,210,67,4
knn,50,210,56,4
knn,50,186,51,4
knn,50,186,42,4
knn,50,186,56,4
knn,50,201,34,4
knn,50,201,34,4
knn,50,201,42,4
knn,50,160,30,4
knn,50,160,45,4
knn,50,160,12,4
knn,50,253,26,4
knn,50,253,65,4
knn,50,253,19,4
knn,50,190,8,4
knn,50,190,30,4
knn,50,190,17,4
knn,50,167,35,4
knn,50,167,34,4
knn,50,167,56,4
knn,50,230,51,3
knn,50,230,42,3
knn,50,230,43,3
knn,50,214,0,3
knn,50,214,25,3
knn,50,214,30,3
knn,50,202,26,3
knn,50,202,17,3
knn,50,202,12,3
knn,50,294,42,4
knn,50,294,49,4
knn,50,294,75,4
knn,50,225,34,1
knn,50,225,61,1
knn,50,225,34,1
knn,50,238,19,4
knn,50,238,26,4
knn,50,238,53,4
knn,50,316,8,4
knn,50,316,42,4
knn,50,316,23,4
knn,50,357,26,4
knn,50,357,26,4
knn,50,357,26,4
knn,50,152,37,4
knn,50,152,67,4
knn,50,152,67,4
knn,50,146,59,4
knn,50,146,201,4
knn,50,146,0,4
knn,50,148,47,4
knn,50,148,150,4
knn,50,148,102,4
knn,50,133,19,3
knn,50,133,85,3
knn,50,133,37,3
knn,50,119,19,3
knn,50,119,34,3
knn,50,119,25,3
knn,50,146,71,3
knn,50,146,37,3
knn,50,146,37,3
knn,50,108,24,3
knn,50,108,37,3
knn,50,108,37,3
knn,50,170,50,4
knn,50,170,90,4
knn,50,170,69,4
knn,50,152,17,3
knn,50,152,17,3
knn,50,152,8,3
knn,50,222,42,4
knn,50,222,30,4
knn,50,222,0,4
knn,50,212,37,4
knn,50,212,35,4
knn,50,212,49,4
knn,50,266,34,4
knn,50,266,49,4
knn,50,266,53,4
knn,50,181,49,4
knn,50,181,105,4
knn,50,181,82,4
knn,50,196,59,4
knn,50,196,67,4
knn,50,196,12,4
knn,50,258,53,3
knn,50,258,100,3
knn,50,258,51,3
knn,50,139,26,3
knn,50,139,34,3
knn,50,139,12,3
knn,50,147,42,3
knn,50,147,42,3
knn,50,147,43,3
knn,50,248,24,5
knn,50,248,35,5
knn,50,248,109,5
knn,50,160,37,5
knn,50,160,42,5
knn,50,160,24,5
knn,50,140,34,4
knn,50,140,30,4
knn,50,140,50,4
knn,50,158,19,4
knn,50,158,26,4
knn,50,158,47,4
knn,50,160,8,4
knn,50,160,50,4
knn,50,160,12,4
knn,50,228,24,1
knn,50,228,64,1
knn,50,228,24,1
knn,50,107,34,4
knn,50,107,19,4
knn,50,107,34,4
knn,50,141,37,4
knn,50,141,35,4
knn,50,141,37,4
knn,50,188,64,5
knn,50,188,17,5
knn,50,188,8,5
knn,50,183,51,4
knn,50,183,25,4
knn,50,183,51,4
knn,50,166,67,4
knn,50,166,33,4
knn,50,166,77,4
knn,50,165,95,4
knn,50,165,19,4
knn,50,165,42,4
knn,50,242,45,1
knn,50,242,60,1
knn,50,242,42,1
knn,50,232,64,5
knn,50,232,60,5
knn,50,232,75,5
knn,50,184,79,5
knn,50,184,19,5
knn,50,184,51,5
knn,50,245,61,5
knn,50,245,19,5
knn,50,245,37,5
knn,50,178,90,5
knn,50,178,34,5
knn,50,178,24,5
knn,50,184,136,5
knn,50,184,34,5
knn,50,184,33,5
knn,50,171,111,5
knn,50,171,8,5
knn,50,171,42,5
knn,50,285,26,2
knn,50,285,67,2
knn,50,285,33,2
knn,50,193,63,4
knn,50,193,59,4
knn,50,193,19,4
knn,50,171,24,4
knn,50,171,24,4
knn,50,171,8,4
knn,50,146,17,4
knn,50,146,26,4
knn,50,146,26,4
knn,50,147,37,4
knn,50,147,42,4
knn,50,147,34,4
knn,50,214,24,4
knn,50,214,24,4
knn,50,214,37,4
knn,50,234,24,4
knn,50,234,8,4
knn,50,234,8,4
knn,50,280,58,4
knn,50,280,51,4
knn,50,280,60,4
knn,50,264,33,2
knn,50,264,65,2
knn,50,264,26,2
knn,50,288,34,4
knn,50,288,53,4
knn,50,288,37,4
knn,50,219,12,4
knn,50,219,90,4
knn,50,219,82,4
knn,50,289,8,4
knn,50,289,60,4
knn,50,289,8,4
knn,50,281,26,3
knn,50,281,107,3
knn,50,281,12,3
knn,50,284,42,2
knn,50,284,61,2
knn,50,284,53,2
knn,50,240,61,2
knn,50,240,72,2
knn,50,240,65,2
knn,50,195,53,2
knn,50,195,56,2
knn,50,195,42,2
knn,50,180,53,3
knn,50,180,25,3
knn,50,180,42,3
knn,50,216,37,4
knn,50,216,148,4
knn,50,216,51,4
knn,50,160,124,3
knn,50,160,148,3
knn,50,160,124,3
knn,50,351,53,5
knn,50,351,75,5
knn,50,351,26,5
knn,50,126,43,4
knn,50,126,79,4
knn,50,126,60,4
knn,50,158,37,4
knn,50,158,77,4
knn,50,158,97,4
knn,50,179,30,4
knn,50,179,25,4
knn,50,179,17,4
knn,50,192,49,4
knn,50,192,72,4
knn,50,192,42,4
knn,50,286,24,3
knn,50,286,24,3
knn,50,286,24,3
knn,50,272,25,5
knn,50,272,24,5
knn,50,272,24,5
knn,50,261,37,4
knn,50,261,24,4
knn,50,261,37,4
knn,50,311,26,4
knn,50,311,53,4
knn,50,311,25,4
knn,50,273,12,5
knn,50,273,58,5
knn,50,273,77,5
knn,50,299,17,4
knn,50,299,79,4
knn,50,299,17,4
knn,50,355,37,5
knn,50,355,90,5
knn,50,355,37,5
knn,50,373,33,5
knn,50,373,72,5
knn,50,373,17,5
knn,50,271,33,5
knn,50,271,60,5
knn,50,271,74,5
knn,50,230,50,5
knn,50,230,86,5
knn,50,230,34,5
knn,50,174,42,5
knn,50,174,113,5
knn,50,174,51,5
knn,50,255,19,4
knn,50,255,124,4
knn,50,255,24,4
knn,50,160,49,4
knn,50,160,149,4
knn,50,160,26,4
knn,50,302,95,5
knn,50,302,37,5
knn,50,302,108,5
knn,50,179,118,5
knn,50,179,53,5
knn,50,179,82,5
knn,50,183,97,5
knn,50,183,37,5
knn,50,183,108,5
knn,50,205,42,4
knn,50,205,100,4
knn,50,205,67,4
knn,50,202,60,4
knn,50,202,12,4
knn,50,202,71,4
knn,50,181,85,5
knn,50,181,42,5
knn,50,181,85,5
knn,50,263,34,4
knn,50,263,56,4
knn,50,263,93,4
knn,50,241,71,5
knn,50,241,50,5
knn,50,241,50,5
knn,50,275,17,5
knn,50,275,17,5
knn,50,275,35,5
knn,50,235,336,5
knn,50,235,50,5
knn,50,235,45,5
knn,50,340,79,4
knn,50,340,9,4
knn,50,340,50,4
knn,50,380,86,5
knn,50,380,53,5
knn,50,380,53,5
knn,50,316,71,5
knn,50,316,17,5
knn,50,316,59,5
knn,50,369,160,4
knn,50,369,24,4
knn,50,369,132,4
knn,50,435,63,4
knn,50,435,23,4
knn,50,435,24,4
knn,50,300,117,4
knn,50,300,33,4
knn,50,300,45,4
knn,50,299,149,4
knn,50,299,17,4
knn,50,299,65,4
knn,50,211,153,4
knn,50,211,49,4
knn,50,211,90,4
knn,50,230,83,4
knn,50,230,19,4
knn,50,230,190,4
knn,50,191,100,4
knn,50,191,45,4
knn,50,191,53,4
knn,50,165,97,4
knn,50,165,83,4
knn,50,165,154,4
knn,50,207,136,4
knn,50,207,19,4
knn,50,207,125,4
knn,50,336,26,3
knn,50,336,63,3
knn,50,336,105,3
knn,50,233,58,4
knn,50,233,136,4
knn,50,233,132,4
knn,50,215,60,4
knn,50,215,95,4
knn,50,215,113,4
knn,50,207,50,4
knn,50,207,56,4
knn,50,207,102,4
knn,50,188,34,1
knn,50,188,60,1
knn,50,188,67,1
knn,50,473,50,4
knn,50,473,33,4
knn,50,473,25,4
knn,50,520,30,5
knn,50,520,19,5
knn,50,520,26,5
knn,50,495,42,4
knn,50,495,50,4
knn,50,495,50,4
knn,50,580,26,4
knn,50,580,30,4
knn,50,580,49,4
knn,50,260,301,4
knn,50,260,77,4
knn,50,260,50,4
knn,50,533,12,5
knn,50,533,25,5
knn,50,533,51,5
knn,50,628,17,5
knn,50,628,26,5
knn,50,628,17,5
knn,50,369,49,4
knn,50,369,30,4
knn,50,369,131,4
knn,50,254,19,3
knn,50,254,56,3
knn,50,254,109,3
knn,50,249,37,4
knn,50,249,41,4
knn,50,249,8,4
knn,50,307,26,4
knn,50,307,77,4
knn,50,307,101,4
knn,50,232,37,4
knn,50,232,109,4
knn,50,232,103,4
knn,50,258,59,3
knn,50,258,49,3
knn,50,258,159,3
knn,50,261,19,4
knn,50,261,137,4
knn,50,261,105,4
knn,50,248,23,4
knn,50,248,129,4
knn,50,248,202,4
knn,50,291,24,4
knn,50,291,160,4
knn,50,291,179,4
knn,50,234,24,4
knn,50,234,157,4
knn,50,234,119,4
knn,50,251,155,4
knn,50,251,90,4
knn,50,251,34,4
knn,50,289,171,4
knn,50,289,26,4
knn,50,289,47,4
knn,50,265,139,5
knn,50,265,30,5
knn,50,265,53,5
knn,50,278,106,5
knn,50,278,8,5
knn,50,278,37,5
knn,50,261,41,5
knn,50,261,48,5
knn,50,261,69,5
knn,50,227,42,4
knn,50,227,34,4
knn,50,227,67,4
knn,50,375,89,4
knn,50,375,19,4
knn,50,375,48,4
knn,50,169,142,5
knn,50,169,34,5
knn,50,169,64,5
knn,50,266,164,4
knn,50,266,0,4
knn,50,266,35,4
knn,50,282,172,4
knn,50,282,53,4
knn,50,282,42,4
knn,50,339,160,5
knn,50,339,25,5
knn,50,339,24,5
knn,50,311,143,4
knn,50,311,26,4
knn,50,311,42,4
knn,50,271,100,4
knn,50,271,24,4
knn,50,271,90,4
knn,50,305,148,4
knn,50,305,19,4
knn,50,305,30,4
knn,50,292,202,4
knn,50,292,19,4
knn,50,292,42,4
knn,50,273,236,4
knn,50,273,42,4
knn,50,273,49,4
knn,50,294,210,4
knn,50,294,37,4
knn,50,294,23,4
knn,50,240,179,5
knn,50,240,42,5
knn,50,240,42,5
knn,50,235,45,4
knn,50,235,67,4
knn,50,235,72,4
knn,50,179,26,4
knn,50,179,175,4
knn,50,179,24,4
knn,50,220,34,4
knn,50,220,19,4
knn,50,220,50,4
knn,50,201,25,2
knn,50,201,86,2
knn,50,201,24,2
knn,50,270,17,2
knn,50,270,30,2
knn,50,270,24,2
knn,50,196,42,4
knn,50,196,61,4
knn,50,196,37,4
knn,50,211,24,4
knn,50,211,50,4
knn,50,211,30,4
knn,50,254,19,4
knn,50,254,12,4
knn,50,254,25,4
knn,50,353,26,4
knn,50,353,17,4
knn,50,353,17,4
knn,50,280,24,4
knn,50,280,19,4
knn,50,280,25,4
knn,50,331,90,4
knn,50,331,33,4
knn,50,331,58,4
knn,50,246,59,4
knn,50,246,45,4
knn,50,246,71,4
knn,50,317,34,4
knn,50,317,30,4
knn,50,317,47,4
knn,50,312,42,4
knn,50,312,42,4
knn,50,312,119,4
knn,50,321,26,4
knn,50,321,51,4
knn,50,321,109,4
knn,50,311,42,4
knn,50,311,42,4
knn,50,311,49,4
knn,50,221,42,4
knn,50,221,183,4
knn,50,221,25,4
knn,50,278,42,4
knn,50,278,61,4
knn,50,278,26,4
knn,50,199,101,4
knn,50,199,131,4
knn,50,199,109,4
knn,50,197,79,4
knn,50,197,93,4
knn,50,197,97,4
knn,50,448,24,3
knn,50,448,47,3
knn,50,448,19,3
knn,50,302,30,4
knn,50,302,26,4
knn,50,302,12,4
knn,50,412,8,4
knn,50,412,8,4
knn,50,412,42,4
knn,50,355,59,2
knn,50,355,34,2
knn,50,355,30,2
knn,50,374,19,2
knn,50,374,37,2
knn,50,374,53,2
knn,50,342,37,2
knn,50,342,56,2
knn,50,342,71,2
knn,50,418,25,2
knn,50,418,51,2
knn,50,418,67,2
knn,50,361,26,4
knn,50,361,24,4
knn,50,361,34,4
knn,50,426,37,4
knn,50,426,17,4
knn,50,426,16,4
knn,50,364,26,4
knn,50,364,17,4
knn,50,364,8,4
knn,50,499,26,3
knn,50,499,17,3
knn,50,499,17,3
knn,50,521,19,3
knn,50,521,19,3
knn,50,521,19,3
knn,50,428,50,4
knn,50,428,17,4
knn,50,428,37,4
knn,50,496,26,4
knn,50,496,59,4
knn,50,496,45,4
knn,50,503,49,4
knn,50,503,12,4
knn,50,503,69,4
knn,50,428,24,4
knn,50,428,34,4
knn,50,428,34,4
knn,50,438,33,4
knn,50,438,56,4
knn,50,438,56,4
knn,50,413,17,3
knn,50,413,27,3
knn,50,413,26,3
knn,50,489,8,3
knn,50,489,19,3
knn,50,489,72,3
knn,50,396,26,4
knn,50,396,17,4
knn,50,396,17,4
knn,50,374,34,5
knn,50,374,49,5
knn,50,374,53,5
knn,50,419,23,5
knn,50,419,24,5
knn,50,419,42,5
knn,50,338,56,4
knn,50,338,61,4
knn,50,338,8,4
knn,50,351,42,4
knn,50,351,34,4
knn,50,351,34,4
knn,50,503,45,4
knn,50,503,60,4
knn,50,503,47,4
knn,50,337,58,4
knn,50,337,30,4
knn,50,337,34,4
knn,50,335,45,2
knn,50,335,42,2
knn,50,335,17,2
knn,50,328,67,1
knn,50,328,42,1
knn,50,328,24,1
knn,50,317,56,1
knn,50,317,37,1
knn,50,317,24,1
knn,50,331,50,1
knn,50,331,67,1
knn,50,331,71,1
knn,50,223,246,4
knn,50,223,71,4
knn,50,223,47,4
knn,50,370,33,5
knn,50,370,33,5
knn,50,370,12,5
knn,50,240,19,4
knn,50,240,19,4
knn,50,240,42,4
knn,50,391,50,4
knn,50,391,51,4
knn,50,391,30,4
knn,50,351,42,5
knn,50,351,63,5
knn,50,351,25,5
knn,50,372,34,5
knn,50,372,26,5
knn,50,372,42,5
knn,50,383,113,5
knn,50,383,42,5
knn,50,383,34,5
knn,50,363,154,2
knn,50,363,42,2
knn,50,363,42,2
knn,50,416,33,2
knn,50,416,12,2
knn,50,416,24,2
knn,50,431,37,2
knn,50,431,90,2
knn,50,431,60,2
knn,50,438,67,2
knn,50,438,37,2
knn,50,438,42,2
knn,50,383,19,5
knn,50,383,24,5
knn,50,383,45,5
knn,50,422,69,4
knn,50,422,34,4
knn,50,422,53,4
knn,50,331,25,5
knn,50,331,30,5
knn,50,331,26,5
knn,50,427,12,5
knn,50,427,24,5
knn,50,427,42,5
knn,50,404,60,3
knn,50,404,37,3
knn,50,404,37,3
knn,50,391,59,3
knn,50,391,34,3
knn,50,391,37,3
knn,50,328,26,3
knn,50,328,17,3
knn,50,328,24,3
knn,50,760,92,4
knn,50,760,103,4
knn,50,760,26,4
knn,50,403,35,4
knn,50,403,65,4
knn,50,403,59,4
knn,50,451,45,2
knn,50,451,19,2
knn,50,451,34,2
knn,50,452,8,3
knn,50,452,45,3
knn,50,452,8,3
knn,50,453,30,2
knn,50,453,37,2
knn,50,453,12,2
knn,50,380,56,2
knn,50,380,24,2
knn,50,380,26,2
knn,50,471,12,2
knn,50,471,30,2
knn,50,471,45,2
knn,50,383,71,4
knn,50,383,26,4
knn,50,383,26,4
knn,50,425,42,4
knn,50,425,8,4
knn,50,425,19,4
knn,50,954,75,4
knn,50,954,79,4
knn,50,954,69,4
knn,50,465,42,4
knn,50,465,8,4
knn,50,465,49,4
knn,50,272,65,4
knn,50,272,12,4
knn,50,272,33,4
knn,50,309,37,4
knn,50,309,30,4
knn,50,309,19,4
knn,50,383,53,2
knn,50,383,24,2
knn,50,383,42,2
knn,50,346,77,2
knn,50,346,77,2
knn,50,346,53,2
knn,50,346,83,2
knn,50,346,61,2
knn,50,346,8,2
knn,50,288,102,1
knn,50,288,33,1
knn,50,288,74,1
knn,50,328,83,1
knn,50,328,0,1
knn,50,328,33,1
knn,50,289,8,5
knn,50,289,42,5
knn,50,289,30,5
knn,50,353,12,5
knn,50,353,26,5
knn,50,353,19,5
knn,50,274,49,5
knn,50,274,42,5
knn,50,274,71,5
knn,50,416,83,2
knn,50,416,53,2
knn,50,416,84,2
knn,50,411,34,3
knn,50,411,37,3
knn,50,411,82,3
knn,50,376,30,2
knn,50,376,25,2
knn,50,376,136,2
knn,50,400,33,3
knn,50,400,8,3
knn,50,400,25,3
knn,50,402,17,3
knn,50,402,33,3
knn,50,402,34,3
knn,50,469,30,3
knn,50,469,17,3
knn,50,469,41,3
knn,50,409,19,4
knn,50,409,35,4
knn,50,409,19,4
knn,50,429,8,2
knn,50,429,24,2
knn,50,429,24,2
knn,50,407,17,4
knn,50,407,35,4
knn,50,407,37,4
knn,50,397,8,5
knn,50,397,19,5
knn,50,397,26,5
knn,50,428,132,5
knn,50,428,26,5
knn,50,428,26,5
knn,50,367,172,4
knn,50,367,33,4
knn,50,367,148,4
knn,50,407,108,3
knn,50,407,60,3
knn,50,407,24,3
knn,50,443,25,3
knn,50,443,37,3
knn,50,443,17,3
knn,50,336,25,2
knn,50,336,100,2
knn,50,336,19,2
knn,50,431,17,2
knn,50,431,51,2
knn,50,431,51,2
knn,50,405,59,1
knn,50,405,24,1
knn,50,405,69,1
knn,50,339,12,3
knn,50,339,12,3
knn,50,339,8,3
knn,50,366,42,3
knn,50,366,61,3
knn,50,366,42,3
knn,50,454,30,1
knn,50,454,12,1
knn,50,454,24,1
knn,50,1044,41,2
knn,50,1044,67,2
knn,50,1044,30,2
knn,50,422,19,2
knn,50,422,25,2
knn,50,422,37,2
knn,50,430,19,1
knn,50,430,26,1
knn,50,430,19,1
knn,50,428,19,3
knn,50,428,19,3
knn,50,428,19,3
knn,50,411,17,3
knn,50,411,26,3
knn,50,411,34,3
knn,50,419,8,2
knn,50,419,59,2
knn,50,419,24,2
knn,50,448,17,2
knn,50,448,25,2
knn,50,448,12,2
knn,50,484,17,4
knn,50,484,25,4
knn,50,484,24,4
knn,50,410,37,4
knn,50,410,26,4
knn,50,410,17,4
knn,50,344,24,4
knn,50,344,42,4
knn,50,344,26,4
knn,50,389,17,2
knn,50,389,37,2
knn,50,389,24,2
knn,50,428,37,2
knn,50,428,19,2
knn,50,428,24,2
knn,50,419,56,4
knn,50,419,26,4
knn,50,419,34,4
knn,50,388,77,2
knn,50,388,30,2
knn,50,388,25,2
knn,50,709,41,2
knn,50,709,16,2
knn,50,709,16,2
knn,50,792,35,2
knn,50,792,37,2
knn,50,792,37,2
knn,50,336,105,5
knn,50,336,37,5
knn,50,336,67,5
knn,50,321,34,5
knn,50,321,19,5
knn,50,321,35,5
knn,50,246,34,4
knn,50,246,37,4
knn,50,246,35,4
knn,50,481,45,4
knn,50,481,24,4
knn,50,481,24,4
knn,50,439,75,4
knn,50,439,17,4
knn,50,439,61,4
knn,50,820,53,4
knn,50,820,53,4
knn,50,820,35,4
knn,50,387,56,4
knn,50,387,26,4
knn,50,387,42,4
knn,50,301,180,3
knn,50,301,33,3
knn,50,301,30,3
knn,50,400,119,3
knn,50,400,19,3
knn,50,400,24,3
knn,50,453,42,3
knn,50,453,17,3
knn,50,453,45,3
knn,50,433,42,3
knn,50,433,19,3
knn,50,433,24,3
knn,50,287,58,5
knn,50,287,24,5
knn,50,287,24,5
knn,50,415,75,4
knn,50,415,19,4
knn,50,415,42,4
knn,50,454,51,3
knn,50,454,37,3
knn,50,454,12,3
knn,50,424,37,3
knn,50,424,24,3
knn,50,424,17,3
knn,50,472,53,3
knn,50,472,12,3
knn,50,472,35,3
knn,50,498,19,4
knn,50,498,25,4
knn,50,498,25,4
knn,50,418,47,2
knn,50,418,35,2
knn,50,418,24,2
knn,50,357,42,2
knn,50,357,34,2
knn,50,357,26,2
knn,50,374,30,2
knn,50,374,30,2
knn,50,374,60,2
knn,50,468,42,4
knn,50,468,43,4
knn,50,468,19,4
knn,50,380,42,1
knn,50,380,45,1
knn,50,380,35,1
knn,50,340,53,2
knn,50,340,30,2
knn,50,340,37,2
knn,50,304,33,2
knn,50,304,24,2
knn,50,304,33,2
knn,50,331,30,2
knn,50,331,30,2
knn,50,331,24,2
knn,50,465,42,2
knn,50,465,30,2
knn,50,465,65,2
knn,50,501,53,2
knn,50,501,30,2
knn,50,501,56,2
knn,50,493,42,2
knn,50,493,30,2
knn,50,493,79,2
knn,50,402,30,2
knn,50,402,30,2
knn,50,402,47,2
knn,50,399,53,2
knn,50,399,42,2
knn,50,399,59,2
knn,50,431,30,2
knn,50,431,30,2
knn,50,431,51,2
knn,50,504,34,2
knn,50,504,12,2
knn,50,504,67,2
knn,50,463,89,2
knn,50,463,19,2
knn,50,463,67,2
knn,50,330,297,1
knn,50,330,19,1
knn,50,330,37,1
knn,50,500,19,2
knn,50,500,19,2
knn,50,500,18,2
knn,50,478,18,4
knn,50,478,12,4
knn,50,478,12,4
knn,50,545,45,2
knn,50,545,35,2
knn,50,545,17,2
knn,50,533,45,2
knn,50,533,37,2
knn,50,533,12,2
knn,50,519,42,3
knn,50,519,19,3
knn,50,519,42,3
knn,50,535,45,3
knn,50,535,19,3
knn,50,535,25,3
knn,50,387,34,3
knn,50,387,33,3
knn,50,387,17,3
knn,50,465,61,1
knn,50,465,37,1
knn,50,465,67,1
knn,50,421,17,1
knn,50,421,12,1
knn,50,421,67,1
knn,50,447,50,3
knn,50,447,8,3
knn,50,447,17,3
knn,50,441,24,1
knn,50,441,19,1
knn,50,441,34,1
knn,50,330,34,4
knn,50,330,17,4
knn,50,330,12,4
knn,50,400,24,4
knn,50,400,26,4
knn,50,400,33,4
knn,50,390,12,4
knn,50,390,17,4
knn,50,390,42,4
knn,50,377,24,2
knn,50,377,12,2
knn,50,377,56,2
knn,50,501,12,5
knn,50,501,61,5
knn,50,501,26,5
knn,50,542,25,2
knn,50,542,49,2
knn,50,542,67,2
knn,50,521,33,2
knn,50,521,42,2
knn,50,521,42,2
knn,50,495,8,2
knn,50,495,8,2
knn,50,495,30,2
knn,50,516,30,2
knn,50,516,45,2
knn,50,516,49,2
knn,50,514,25,2
knn,50,514,35,2
knn,50,514,12,2
knn,50,578,53,2
knn,50,578,50,2
knn,50,578,47,2
knn,50,545,17,2
knn,50,545,19,2
knn,50,545,17,2
knn,50,579,16,2
knn,50,579,12,2
knn,50,579,12,2
knn,50,506,16,4
knn,50,506,30,4
knn,50,506,12,4
knn,50,540,8,3
knn,50,540,33,3
knn,50,540,35,3
knn,50,605,17,3
knn,50,605,24,3
